puma,year,month,period,day_group,ridership,baseline,baseline_comparison,omny_pct
4412,2023,4,2023-04-01,weekend,307135.0,403049.33,0.762,27.81
4414,2023,4,2023-04-01,total,284128.0,450735.01,0.6304,28.17
4414,2023,4,2023-04-01,weekday,230613.0,367869.33,0.6269,27.5
4414,2023,4,2023-04-01,weekend,53515.0,82865.67,0.6458,31.07
4103,2023,5,2023-05-01,total,2503468.0,2935999.33,0.8527,50.56
4103,2023,5,2023-05-01,weekday,1956483.0,2452729.01,0.7977,47.94
4103,2023,5,2023-05-01,weekend,546985.0,483270.33,1.1318,59.95
4104,2023,5,2023-05-01,total,3829211.0,4854042.67,0.7889,53.19
4104,2023,5,2023-05-01,weekday,3095050.0,4052986.34,0.7636,51.89
4104,2023,5,2023-05-01,weekend,734161.0,801056.33,0.9165,58.72
4107,2023,5,2023-05-01,total,6036600.0,8336763.99,0.7241,48.1
4107,2023,5,2023-05-01,weekday,4864061.0,6989861.0,0.6959,46.37
4107,2023,5,2023-05-01,weekend,1172539.0,1346902.99,0.8705,55.26
4108,2023,5,2023-05-01,total,4989636.0,6804263.33,0.7333,47.81
4108,2023,5,2023-05-01,weekday,4209066.0,5885044.33,0.7152,46.56
4108,2023,5,2023-05-01,weekend,780570.0,919218.99,0.8492,54.56
4109,2023,5,2023-05-01,total,1996006.0,2970212.67,0.672,43.1
4109,2023,5,2023-05-01,weekday,1647085.0,2463760.0,0.6685,41.98
4109,2023,5,2023-05-01,weekend,348921.0,506452.67,0.689,48.37
4110,2023,5,2023-05-01,total,1281253.0,2159108.5,0.5934,37.68
4110,2023,5,2023-05-01,weekday,1051499.0,1802924.0,0.5832,36.29
4110,2023,5,2023-05-01,weekend,229754.0,356184.51,0.645,44.05
4111,2023,5,2023-05-01,total,1510119.0,2427810.34,0.622,36.78
4111,2023,5,2023-05-01,weekday,1269103.0,2057493.0,0.6168,35.65
4111,2023,5,2023-05-01,weekend,241016.0,370317.34,0.6508,42.69
4112,2023,5,2023-05-01,total,2264252.0,3540036.0,0.6396,36.48
4112,2023,5,2023-05-01,weekday,1897415.0,2980544.0,0.6366,35.55
4112,2023,5,2023-05-01,weekend,366837.0,559492.0,0.6557,41.28
4121,2023,5,2023-05-01,total,11113582.0,16781876.33,0.6622,50.79
4121,2023,5,2023-05-01,weekday,9154497.0,14515039.66,0.6307,49.41
4121,2023,5,2023-05-01,weekend,1959085.0,2266836.67,0.8642,57.19
4165,2023,5,2023-05-01,total,21722129.0,33149655.5,0.6553,50.34
4165,2023,5,2023-05-01,weekday,18050640.0,28731446.52,0.6283,49.63
4165,2023,5,2023-05-01,weekend,3671489.0,4418209.0,0.831,53.86
4204,2023,5,2023-05-01,total,1221033.0,1932703.99,0.6318,33.27
4204,2023,5,2023-05-01,weekday,1009599.0,1604891.51,0.6291,32.04
4204,2023,5,2023-05-01,weekend,211434.0,327812.5,0.645,39.13
4205,2023,5,2023-05-01,total,822923.0,1504550.67,0.547,27.07
4205,2023,5,2023-05-01,weekday,718710.0,1265593.32,0.5679,26.58
4205,2023,5,2023-05-01,weekend,104213.0,238957.34,0.4361,30.44
4207,2023,5,2023-05-01,total,1025830.0,1654614.99,0.62,27.72
4207,2023,5,2023-05-01,weekday,871483.0,1399789.32,0.6226,27.11
4207,2023,5,2023-05-01,weekend,154347.0,254825.68,0.6057,31.15
4208,2023,5,2023-05-01,total,504957.0,721565.17,0.6998,29.13
4208,2023,5,2023-05-01,weekday,429689.0,632752.67,0.6791,28.21
4208,2023,5,2023-05-01,weekend,75268.0,88812.5,0.8475,34.33
4209,2023,5,2023-05-01,total,635546.0,905944.33,0.7015,28.44
4209,2023,5,2023-05-01,weekday,526885.0,776408.34,0.6786,27.82
4209,2023,5,2023-05-01,weekend,108661.0,129536.0,0.8388,31.49
4210,2023,5,2023-05-01,total,430118.0,772068.99,0.5571,27.99
4210,2023,5,2023-05-01,weekday,400719.0,672861.99,0.5955,27.73
4210,2023,5,2023-05-01,weekend,29399.0,99207.0,0.2963,31.64
4211,2023,5,2023-05-01,total,435887.0,668347.67,0.6522,30.59
4211,2023,5,2023-05-01,weekday,380398.0,592781.34,0.6417,30.15
4211,2023,5,2023-05-01,weekend,55489.0,75566.33,0.7343,33.64
4212,2023,5,2023-05-01,total,609642.0,1085789.34,0.5615,22.64
4212,2023,5,2023-05-01,weekday,526224.0,942005.35,0.5586,22.17
4212,2023,5,2023-05-01,weekend,83418.0,143784.01,0.5802,25.63
4221,2023,5,2023-05-01,total,1707926.0,2858471.64,0.5975,27.87
4221,2023,5,2023-05-01,weekday,1462260.0,2463424.33,0.5936,27.28
4221,2023,5,2023-05-01,weekend,245666.0,395047.32,0.6219,31.39
4263,2023,5,2023-05-01,total,480208.0,804389.68,0.597,27.79
4263,2023,5,2023-05-01,weekday,407831.0,687026.67,0.5936,26.92
4263,2023,5,2023-05-01,weekend,72377.0,117363.0,0.6167,32.71
4301,2023,5,2023-05-01,total,2761635.0,3408877.33,0.8101,59.29
4301,2023,5,2023-05-01,weekday,2182612.0,2836603.67,0.7694,56.93
4301,2023,5,2023-05-01,weekend,579023.0,572273.65,1.0118,68.19
4302,2023,5,2023-05-01,total,3783137.0,5338873.32,0.7086,48.45
4302,2023,5,2023-05-01,weekday,3143443.0,4621625.66,0.6802,46.52
4302,2023,5,2023-05-01,weekend,639694.0,717247.67,0.8919,57.94
4303,2023,5,2023-05-01,total,1540814.0,2328497.33,0.6617,48.33
4303,2023,5,2023-05-01,weekday,1266105.0,1936842.34,0.6537,46.87
4303,2023,5,2023-05-01,weekend,274709.0,391655.01,0.7014,55.03
4304,2023,5,2023-05-01,total,1579117.0,2100104.67,0.7519,49.94
4304,2023,5,2023-05-01,weekday,1276174.0,1743104.32,0.7321,47.97
4304,2023,5,2023-05-01,weekend,302943.0,357000.33,0.8486,58.28
4305,2023,5,2023-05-01,total,1053442.0,1692796.31,0.6223,27.95
4305,2023,5,2023-05-01,weekday,896951.0,1461639.33,0.6137,27.13
4305,2023,5,2023-05-01,weekend,156491.0,231157.01,0.677,32.61
4306,2023,5,2023-05-01,total,2180215.0,2990394.33,0.7291,46.17
4306,2023,5,2023-05-01,weekday,1800009.0,2521334.66,0.7139,44.28
4306,2023,5,2023-05-01,weekend,380206.0,469059.67,0.8106,55.1
4307,2023,5,2023-05-01,total,1619865.0,2140805.66,0.7567,35.79
4307,2023,5,2023-05-01,weekday,1346765.0,1797217.34,0.7494,34.71
4307,2023,5,2023-05-01,weekend,273100.0,343588.32,0.7948,41.1
4308,2023,5,2023-05-01,total,239043.0,339567.33,0.704,53.98
4308,2023,5,2023-05-01,weekday,197269.0,285450.0,0.6911,52.49
4308,2023,5,2023-05-01,weekend,41774.0,54117.33,0.7719,61.05
4309,2023,5,2023-05-01,total,1609121.0,2361640.0,0.6814,40.31
4309,2023,5,2023-05-01,weekday,1328293.0,1987322.33,0.6684,38.55
4309,2023,5,2023-05-01,weekend,280828.0,374317.67,0.7502,48.62
4310,2023,5,2023-05-01,total,619753.0,772713.0,0.802,33.9
4310,2023,5,2023-05-01,weekday,525982.0,677473.33,0.7764,32.91
4310,2023,5,2023-05-01,weekend,93771.0,95239.66,0.9846,39.41
4311,2023,5,2023-05-01,total,1331658.0,1689823.67,0.788,26.83
4311,2023,5,2023-05-01,weekday,1103807.0,1425864.34,0.7741,26.18
4311,2023,5,2023-05-01,weekend,227851.0,263959.33,0.8632,29.97
4312,2023,5,2023-05-01,total,865962.0,1045495.66,0.8283,30.75
4312,2023,5,2023-05-01,weekday,760761.0,895233.99,0.8498,30.06
4312,2023,5,2023-05-01,weekend,105201.0,150261.67,0.7001,35.74
4313,2023,5,2023-05-01,total,863123.0,1145412.01,0.7535,31.59
4313,2023,5,2023-05-01,weekday,686735.0,929376.99,0.7389,29.15
4313,2023,5,2023-05-01,weekend,176388.0,216034.99,0.8165,41.1
4314,2023,5,2023-05-01,total,1415083.0,2131652.66,0.6638,34.45
4314,2023,5,2023-05-01,weekday,1204259.0,1831705.33,0.6575,33.34
4314,2023,5,2023-05-01,weekend,210824.0,299947.32,0.7029,40.8
4315,2023,5,2023-05-01,total,1058946.0,1463264.33,0.7237,32.99
4315,2023,5,2023-05-01,weekday,911127.0,1266905.33,0.7192,32.17
4315,2023,5,2023-05-01,weekend,147819.0,196359.0,0.7528,38.0
4316,2023,5,2023-05-01,total,925203.0,1528115.33,0.6055,29.71
4316,2023,5,2023-05-01,weekday,779242.0,1302234.5,0.5984,28.36
4316,2023,5,2023-05-01,weekend,145961.0,225880.83,0.6462,36.93
4317,2023,5,2023-05-01,total,399125.0,580295.0,0.6878,32.28
4317,2023,5,2023-05-01,weekday,339314.0,498356.33,0.6809,31.21
4317,2023,5,2023-05-01,weekend,59811.0,81938.67,0.7299,38.41
4318,2023,5,2023-05-01,total,67027.0,328390.67,0.2041,24.52
4318,2023,5,2023-05-01,weekday,56960.0,287448.33,0.1982,24.01
4318,2023,5,2023-05-01,weekend,10067.0,40942.33,0.2459,27.42
4401,2023,5,2023-05-01,total,2191752.0,3333288.33,0.6575,44.79
4401,2023,5,2023-05-01,weekday,1864498.0,2889558.84,0.6453,43.72
4401,2023,5,2023-05-01,weekend,327254.0,443729.5,0.7375,50.93
4402,2023,5,2023-05-01,total,2772232.0,3763252.32,0.7367,42.09
4402,2023,5,2023-05-01,weekday,2310504.0,3220502.68,0.7174,40.81
4402,2023,5,2023-05-01,weekend,461728.0,542749.66,0.8507,48.47
4403,2023,5,2023-05-01,total,908506.0,1228668.0,0.7394,28.88
4403,2023,5,2023-05-01,weekday,741490.0,1001386.0,0.7405,28.2
4403,2023,5,2023-05-01,weekend,167016.0,227282.0,0.7348,31.89
4404,2023,5,2023-05-01,total,4049857.0,5019413.67,0.8068,32.43
4404,2023,5,2023-05-01,weekday,3335606.0,4157165.67,0.8024,31.77
4404,2023,5,2023-05-01,weekend,714251.0,862248.01,0.8284,35.51
4405,2023,5,2023-05-01,total,463365.0,644984.33,0.7184,42.68
4405,2023,5,2023-05-01,weekday,408598.0,563791.33,0.7247,41.04
4405,2023,5,2023-05-01,weekend,54767.0,81193.0,0.6745,54.92
4406,2023,5,2023-05-01,total,1005197.0,1503973.33,0.6684,34.21
4406,2023,5,2023-05-01,weekday,853960.0,1305285.01,0.6542,33.1
4406,2023,5,2023-05-01,weekend,151237.0,198688.32,0.7612,40.48
4407,2023,5,2023-05-01,total,1285586.0,1600688.67,0.8031,29.84
4407,2023,5,2023-05-01,weekday,1052128.0,1345583.67,0.7819,28.87
4407,2023,5,2023-05-01,weekend,233458.0,255105.0,0.9151,34.25
4409,2023,5,2023-05-01,total,504030.0,765474.5,0.6585,28.96
4409,2023,5,2023-05-01,weekday,439979.0,680280.83,0.6468,28.53
4409,2023,5,2023-05-01,weekend,64051.0,85193.67,0.7518,31.9
4410,2023,5,2023-05-01,total,512065.0,803776.0,0.6371,28.59
4410,2023,5,2023-05-01,weekday,442925.0,704106.67,0.6291,28.17
4410,2023,5,2023-05-01,weekend,69140.0,99669.34,0.6937,31.28
4412,2023,5,2023-05-01,total,1848532.0,2772456.33,0.6667,26.45
4412,2023,5,2023-05-01,weekday,1591507.0,2413316.66,0.6595,26.02
4412,2023,5,2023-05-01,weekend,257025.0,359139.68,0.7157,29.09
4414,2023,5,2023-05-01,total,329066.0,483599.65,0.6805,29.54
4414,2023,5,2023-05-01,weekday,278692.0,415898.99,0.6701,28.43
4414,2023,5,2023-05-01,weekend,50374.0,67700.67,0.7441,35.64
4103,2023,6,2023-06-01,total,2325367.0,2866176.0,0.8113,52.65
4103,2023,6,2023-06-01,weekday,1776010.0,2253835.33,0.788,50.11
4103,2023,6,2023-06-01,weekend,549357.0,612340.66,0.8971,60.86
4104,2023,6,2023-06-01,total,3675277.0,4693734.99,0.783,55.58
4104,2023,6,2023-06-01,weekday,2866029.0,3706440.34,0.7733,54.01
4104,2023,6,2023-06-01,weekend,809248.0,987294.66,0.8197,61.14
4107,2023,6,2023-06-01,total,5560292.0,7886416.5,0.705,49.47
4107,2023,6,2023-06-01,weekday,4411356.0,6314679.83,0.6986,47.82
4107,2023,6,2023-06-01,weekend,1148936.0,1571736.66,0.731,55.83
4108,2023,6,2023-06-01,total,4663329.0,6431092.0,0.7251,49.59
4108,2023,6,2023-06-01,weekday,3885574.0,5358957.34,0.7251,48.37
4108,2023,6,2023-06-01,weekend,777755.0,1072134.66,0.7254,55.71
4109,2023,6,2023-06-01,total,1768205.0,2690915.67,0.6571,43.4
4109,2023,6,2023-06-01,weekday,1423813.0,2146350.32,0.6634,42.14
4109,2023,6,2023-06-01,weekend,344392.0,544565.34,0.6324,48.62
4110,2023,6,2023-06-01,total,1180444.0,2066374.84,0.5713,39.76
4110,2023,6,2023-06-01,weekday,943680.0,1633633.16,0.5777,38.28
4110,2023,6,2023-06-01,weekend,236764.0,432741.67,0.5471,45.64
4111,2023,6,2023-06-01,total,1386242.0,2306860.34,0.6009,39.03
4111,2023,6,2023-06-01,weekday,1138737.0,1840119.0,0.6188,37.85
4111,2023,6,2023-06-01,weekend,247505.0,466741.33,0.5303,44.51
4112,2023,6,2023-06-01,total,2090856.0,3316843.67,0.6304,38.13
4112,2023,6,2023-06-01,weekday,1713843.0,2698537.33,0.6351,37.22
4112,2023,6,2023-06-01,weekend,377013.0,618306.34,0.6098,42.28
4121,2023,6,2023-06-01,total,10551087.0,16252036.32,0.6492,52.49
4121,2023,6,2023-06-01,weekday,8529308.0,13594013.33,0.6274,51.02
4121,2023,6,2023-06-01,weekend,2021779.0,2658022.97,0.7606,58.69
4165,2023,6,2023-06-01,total,20771334.0,32144410.66,0.6462,51.67
4165,2023,6,2023-06-01,weekday,17068301.0,26948507.32,0.6334,50.91
4165,2023,6,2023-06-01,weekend,3703033.0,5195903.34,0.7127,55.17
4204,2023,6,2023-06-01,total,1079942.0,1822943.83,0.5924,34.03
4204,2023,6,2023-06-01,weekday,859988.0,1439363.18,0.5975,32.19
4204,2023,6,2023-06-01,weekend,219954.0,383580.66,0.5734,41.24
4205,2023,6,2023-06-01,total,737423.0,1399818.51,0.5268,28.72
4205,2023,6,2023-06-01,weekday,634086.0,1124080.34,0.5641,28.25
4205,2023,6,2023-06-01,weekend,103337.0,275738.16,0.3748,31.57
4207,2023,6,2023-06-01,total,927882.0,1524024.33,0.6088,29.13
4207,2023,6,2023-06-01,weekday,773363.0,1228136.67,0.6297,28.53
4207,2023,6,2023-06-01,weekend,154519.0,295887.67,0.5222,32.12
4208,2023,6,2023-06-01,total,466111.0,652233.5,0.7146,30.62
4208,2023,6,2023-06-01,weekday,380923.0,563507.67,0.676,29.73
4208,2023,6,2023-06-01,weekend,85188.0,88725.83,0.9601,34.61
4209,2023,6,2023-06-01,total,550942.0,851758.66,0.6468,30.54
4209,2023,6,2023-06-01,weekday,452306.0,693301.33,0.6524,30.01
4209,2023,6,2023-06-01,weekend,98636.0,158457.33,0.6225,33.02
4210,2023,6,2023-06-01,total,388318.0,733300.35,0.5295,29.92
4210,2023,6,2023-06-01,weekday,345240.0,610456.68,0.5655,29.52
4210,2023,6,2023-06-01,weekend,43078.0,122843.66,0.3507,33.16
4211,2023,6,2023-06-01,total,398886.0,631740.66,0.6314,32.45
4211,2023,6,2023-06-01,weekday,347636.0,535621.67,0.649,32.19
4211,2023,6,2023-06-01,weekend,51250.0,96119.01,0.5332,34.23
4212,2023,6,2023-06-01,total,551087.0,1014047.67,0.5435,24.17
4212,2023,6,2023-06-01,weekday,468494.0,840042.34,0.5577,23.76
4212,2023,6,2023-06-01,weekend,82593.0,174005.33,0.4747,26.48
4221,2023,6,2023-06-01,total,1531223.0,2642863.01,0.5794,29.59
4221,2023,6,2023-06-01,weekday,1283759.0,2167629.32,0.5922,28.97
4221,2023,6,2023-06-01,weekend,247464.0,475233.67,0.5207,32.78
4263,2023,6,2023-06-01,total,450904.0,757940.0,0.5949,29.6
4263,2023,6,2023-06-01,weekday,371269.0,608454.34,0.6102,28.69
4263,2023,6,2023-06-01,weekend,79635.0,149485.67,0.5327,33.83
4301,2023,6,2023-06-01,total,2645835.0,3311000.0,0.7991,61.36
4301,2023,6,2023-06-01,weekday,2006456.0,2594287.33,0.7734,58.8
4301,2023,6,2023-06-01,weekend,639379.0,716712.66,0.8921,69.35
4302,2023,6,2023-06-01,total,3460753.0,4953096.99,0.6987,50.3
4302,2023,6,2023-06-01,weekday,2805901.0,4116534.0,0.6816,48.34
4302,2023,6,2023-06-01,weekend,654852.0,836563.0,0.7828,58.69
4303,2023,6,2023-06-01,total,1448476.0,2213879.33,0.6543,50.51
4303,2023,6,2023-06-01,weekday,1159643.0,1751400.34,0.6621,48.9
4303,2023,6,2023-06-01,weekend,288833.0,462478.99,0.6245,56.97
4304,2023,6,2023-06-01,total,1472031.0,2030623.0,0.7249,52.2
4304,2023,6,2023-06-01,weekday,1156388.0,1565573.33,0.7386,50.13
4304,2023,6,2023-06-01,weekend,315643.0,465049.68,0.6787,59.78
4305,2023,6,2023-06-01,total,942546.0,1573782.0,0.5989,29.89
4305,2023,6,2023-06-01,weekday,793520.0,1300288.34,0.6103,29.04
4305,2023,6,2023-06-01,weekend,149026.0,273493.67,0.5449,34.46
4306,2023,6,2023-06-01,total,2033698.0,2866679.34,0.7094,48.74
4306,2023,6,2023-06-01,weekday,1626967.0,2322655.0,0.7005,46.77
4306,2023,6,2023-06-01,weekend,406731.0,544024.34,0.7476,56.61
4307,2023,6,2023-06-01,total,1503217.0,1977324.34,0.7602,37.69
4307,2023,6,2023-06-01,weekday,1225905.0,1583099.0,0.7744,36.69
4307,2023,6,2023-06-01,weekend,277312.0,394225.33,0.7034,42.14
4308,2023,6,2023-06-01,total,222686.0,326115.0,0.6828,56.32
4308,2023,6,2023-06-01,weekday,181924.0,262542.34,0.6929,55.14
4308,2023,6,2023-06-01,weekend,40762.0,63572.66,0.6412,61.52
4309,2023,6,2023-06-01,total,1501282.0,2222602.66,0.6755,41.85
4309,2023,6,2023-06-01,weekday,1206302.0,1777088.66,0.6788,40.27
4309,2023,6,2023-06-01,weekend,294980.0,445514.0,0.6621,48.29
4310,2023,6,2023-06-01,total,575270.0,720467.66,0.7985,35.4
4310,2023,6,2023-06-01,weekday,478760.0,602155.66,0.7951,34.44
4310,2023,6,2023-06-01,weekend,96510.0,118312.01,0.8157,40.14
4311,2023,6,2023-06-01,total,1226086.0,1610870.0,0.7611,28.23
4311,2023,6,2023-06-01,weekday,994541.0,1314619.33,0.7565,27.64
4311,2023,6,2023-06-01,weekend,231545.0,296250.67,0.7816,30.73
4312,2023,6,2023-06-01,total,797032.0,968283.35,0.8231,32.4
4312,2023,6,2023-06-01,weekday,685308.0,801413.68,0.8551,31.76
4312,2023,6,2023-06-01,weekend,111724.0,166869.67,0.6695,36.3
4313,2023,6,2023-06-01,total,826245.0,1228483.0,0.6726,33.11
4313,2023,6,2023-06-01,weekday,650006.0,900957.66,0.7215,31.21
4313,2023,6,2023-06-01,weekend,176239.0,327525.33,0.5381,40.1
4314,2023,6,2023-06-01,total,1283064.0,1973482.0,0.6502,36.31
4314,2023,6,2023-06-01,weekday,1075638.0,1618461.66,0.6646,35.06
4314,2023,6,2023-06-01,weekend,207426.0,355020.34,0.5843,42.79
4315,2023,6,2023-06-01,total,976313.0,1392639.67,0.7011,34.66
4315,2023,6,2023-06-01,weekday,827536.0,1149578.32,0.7199,33.91
4315,2023,6,2023-06-01,weekend,148777.0,243061.33,0.6121,38.81
4316,2023,6,2023-06-01,total,832703.0,1401093.82,0.5943,31.62
4316,2023,6,2023-06-01,weekday,693139.0,1157819.49,0.5987,30.25
4316,2023,6,2023-06-01,weekend,139564.0,243274.33,0.5737,38.41
4317,2023,6,2023-06-01,total,352674.0,535666.67,0.6584,33.62
4317,2023,6,2023-06-01,weekday,306118.0,448248.0,0.6829,32.68
4317,2023,6,2023-06-01,weekend,46556.0,87418.66,0.5326,39.8
4318,2023,6,2023-06-01,total,62009.0,311313.33,0.1992,25.54
4318,2023,6,2023-06-01,weekday,51459.0,260200.33,0.1978,24.95
4318,2023,6,2023-06-01,weekend,10550.0,51113.0,0.2064,28.45
4401,2023,6,2023-06-01,total,2002549.0,3054358.0,0.6556,46.58
4401,2023,6,2023-06-01,weekday,1679325.0,2596003.33,0.6469,45.42
4401,2023,6,2023-06-01,weekend,323224.0,458354.68,0.7052,52.61
4402,2023,6,2023-06-01,total,2594267.0,3557930.99,0.7292,43.97
4402,2023,6,2023-06-01,weekday,2112634.0,2897083.0,0.7292,42.66
4402,2023,6,2023-06-01,weekend,481633.0,660848.01,0.7288,49.7
4403,2023,6,2023-06-01,total,703668.0,1168494.67,0.6022,29.65
4403,2023,6,2023-06-01,weekday,556730.0,912613.66,0.61,28.99
4403,2023,6,2023-06-01,weekend,146938.0,255881.0,0.5742,32.15
4404,2023,6,2023-06-01,total,4024787.0,4798599.67,0.8387,34.46
4404,2023,6,2023-06-01,weekday,3237067.0,3785223.34,0.8552,33.57
4404,2023,6,2023-06-01,weekend,787720.0,1013376.33,0.7773,38.1
4405,2023,6,2023-06-01,total,434974.0,617014.34,0.705,44.89
4405,2023,6,2023-06-01,weekday,380971.0,517948.66,0.7355,43.13
4405,2023,6,2023-06-01,weekend,54003.0,99065.67,0.5451,57.27
4406,2023,6,2023-06-01,total,963198.0,1428156.67,0.6744,36.13
4406,2023,6,2023-06-01,weekday,799435.0,1194568.33,0.6692,34.77
4406,2023,6,2023-06-01,weekend,163763.0,233588.34,0.7011,42.79
4407,2023,6,2023-06-01,total,1212644.0,1541289.33,0.7868,31.08
4407,2023,6,2023-06-01,weekday,973361.0,1219473.33,0.7982,30.11
4407,2023,6,2023-06-01,weekend,239283.0,321816.0,0.7435,35.05
4409,2023,6,2023-06-01,total,445858.0,705867.0,0.6316,30.71
4409,2023,6,2023-06-01,weekday,399604.0,602761.01,0.663,30.44
4409,2023,6,2023-06-01,weekend,46254.0,103106.0,0.4486,33.06
4410,2023,6,2023-06-01,total,485309.0,772479.0,0.6282,29.93
4410,2023,6,2023-06-01,weekday,404931.0,632404.34,0.6403,29.48
4410,2023,6,2023-06-01,weekend,80378.0,140074.67,0.5738,32.22
4412,2023,6,2023-06-01,total,1698737.0,2570156.33,0.6609,27.58
4412,2023,6,2023-06-01,weekday,1445319.0,2167445.0,0.6668,27.08
4412,2023,6,2023-06-01,weekend,253418.0,402711.32,0.6293,30.47
4414,2023,6,2023-06-01,total,310686.0,508660.33,0.6108,31.92
4414,2023,6,2023-06-01,weekday,253482.0,390339.68,0.6494,30.56
4414,2023,6,2023-06-01,weekend,57204.0,118320.66,0.4835,37.94
4103,2023,7,2023-07-01,total,2238389.0,2733292.33,0.8189,54.38
4103,2023,7,2023-07-01,weekday,1605411.0,2174813.67,0.7382,52.1
4103,2023,7,2023-07-01,weekend,632978.0,558478.68,1.1334,60.16
4104,2023,7,2023-07-01,total,3400474.0,4355995.34,0.7806,56.22
4104,2023,7,2023-07-01,weekday,2558456.0,3554185.01,0.7198,55.4
4104,2023,7,2023-07-01,weekend,842018.0,801810.32,1.0501,58.73
4107,2023,7,2023-07-01,total,5055405.0,7306428.0,0.6919,50.98
4107,2023,7,2023-07-01,weekday,3837798.0,5930022.51,0.6472,49.63
4107,2023,7,2023-07-01,weekend,1217607.0,1376405.5,0.8846,55.25
4108,2023,7,2023-07-01,total,4219505.0,5969674.99,0.7068,51.07
4108,2023,7,2023-07-01,weekday,3342913.0,5019934.0,0.6659,50.17
4108,2023,7,2023-07-01,weekend,876592.0,949741.0,0.923,54.47
4109,2023,7,2023-07-01,total,1671659.0,2578634.33,0.6483,45.25
4109,2023,7,2023-07-01,weekday,1274204.0,2078627.33,0.613,44.34
4109,2023,7,2023-07-01,weekend,397455.0,500006.99,0.7949,48.17
4110,2023,7,2023-07-01,total,1064635.0,1912580.0,0.5566,41.64
4110,2023,7,2023-07-01,weekday,808992.0,1527897.33,0.5295,40.56
4110,2023,7,2023-07-01,weekend,255643.0,384682.67,0.6646,45.04
4111,2023,7,2023-07-01,total,1255431.0,2126781.0,0.5903,41.07
4111,2023,7,2023-07-01,weekday,980891.0,1723897.0,0.569,40.28
4111,2023,7,2023-07-01,weekend,274540.0,402884.01,0.6814,43.86
4112,2023,7,2023-07-01,total,1852225.0,3144009.17,0.5891,40.23
4112,2023,7,2023-07-01,weekday,1479437.0,2552849.16,0.5795,39.59
4112,2023,7,2023-07-01,weekend,372788.0,591160.0,0.6306,42.79
4121,2023,7,2023-07-01,total,10222396.0,15857856.34,0.6446,52.93
4121,2023,7,2023-07-01,weekday,7892416.0,13331714.66,0.592,51.73
4121,2023,7,2023-07-01,weekend,2329980.0,2526141.67,0.9223,56.99
4165,2023,7,2023-07-01,total,20037377.0,31210207.0,0.642,52.57
4165,2023,7,2023-07-01,weekday,15645495.0,26382323.32,0.593,52.03
4165,2023,7,2023-07-01,weekend,4391882.0,4827883.66,0.9097,54.49
4204,2023,7,2023-07-01,total,1030216.0,1762683.01,0.5845,36.83
4204,2023,7,2023-07-01,weekday,790590.0,1386186.17,0.5703,36.07
4204,2023,7,2023-07-01,weekend,239626.0,376496.84,0.6365,39.34
4205,2023,7,2023-07-01,total,652363.0,1344225.33,0.4853,31.22
4205,2023,7,2023-07-01,weekday,535993.0,1079846.66,0.4964,31.11
4205,2023,7,2023-07-01,weekend,116370.0,264378.67,0.4402,31.74
4207,2023,7,2023-07-01,total,845765.0,1466597.67,0.5767,31.68
4207,2023,7,2023-07-01,weekday,661922.0,1184439.68,0.5588,31.52
4207,2023,7,2023-07-01,weekend,183843.0,282158.0,0.6516,32.24
4208,2023,7,2023-07-01,total,382266.0,616480.5,0.6201,32.6
4208,2023,7,2023-07-01,weekday,327505.0,532258.5,0.6153,32.42
4208,2023,7,2023-07-01,weekend,54761.0,84222.01,0.6502,33.66
4209,2023,7,2023-07-01,total,491923.0,817648.33,0.6016,33.03
4209,2023,7,2023-07-01,weekday,378778.0,662348.0,0.5719,32.98
4209,2023,7,2023-07-01,weekend,113145.0,155300.34,0.7286,33.2
4210,2023,7,2023-07-01,total,361158.0,695887.33,0.519,32.77
4210,2023,7,2023-07-01,weekday,304027.0,579963.33,0.5242,32.98
4210,2023,7,2023-07-01,weekend,57131.0,115924.0,0.4928,31.68
4211,2023,7,2023-07-01,total,353718.0,586663.01,0.6029,34.51
4211,2023,7,2023-07-01,weekday,293319.0,502440.68,0.5838,34.69
4211,2023,7,2023-07-01,weekend,60399.0,84222.33,0.7171,33.64
4212,2023,7,2023-07-01,total,492181.0,953791.66,0.516,27.06
4212,2023,7,2023-07-01,weekday,393311.0,796228.67,0.494,26.91
4212,2023,7,2023-07-01,weekend,98870.0,157562.99,0.6275,27.67
4221,2023,7,2023-07-01,total,1341447.0,2469871.66,0.5431,31.65
4221,2023,7,2023-07-01,weekday,1074052.0,2027446.99,0.5298,31.56
4221,2023,7,2023-07-01,weekend,267395.0,442424.67,0.6044,32.02
4263,2023,7,2023-07-01,total,397634.0,721335.67,0.5512,31.37
4263,2023,7,2023-07-01,weekday,316723.0,579013.99,0.547,30.95
4263,2023,7,2023-07-01,weekend,80911.0,142321.67,0.5685,32.97
4301,2023,7,2023-07-01,total,2458418.0,3107370.99,0.7912,63.34
4301,2023,7,2023-07-01,weekday,1770807.0,2472533.33,0.7162,61.28
4301,2023,7,2023-07-01,weekend,687611.0,634837.68,1.0831,68.64
4302,2023,7,2023-07-01,total,3201660.0,4672331.99,0.6852,52.24
4302,2023,7,2023-07-01,weekday,2456261.0,3913664.33,0.6276,50.45
4302,2023,7,2023-07-01,weekend,745399.0,758667.67,0.9825,58.15
4303,2023,7,2023-07-01,total,1344923.0,2127739.67,0.6321,52.41
4303,2023,7,2023-07-01,weekday,1021356.0,1702105.99,0.6001,51.12
